0.000000e+00,0.000000
5.000000e-12,0.000472
1.000000e-11,0.000944
1.500000e-11,0.001415
2.000000e-11,0.001886
2.500000e-11,0.002358
3.000000e-11,0.002829
3.500000e-11,0.003299
4.000000e-11,0.003770
4.500000e-11,0.004241
5.000000e-11,0.004711
5.500000e-11,0.005181
6.000000e-11,0.005651
6.500000e-11,0.006121
7.000000e-11,0.006591
7.500000e-11,0.007060
8.000000e-11,0.007530
8.500000e-11,0.007999
9.000000e-11,0.008468
9.500000e-11,0.008937
1.000000e-10,0.009406
1.050000e-10,0.009874
1.100000e-10,0.010342
1.150000e-10,0.010811
1.200000e-10,0.011279
1.250000e-10,0.011747
1.300000e-10,0.012214
1.350000e-10,0.012682
1.400000e-10,0.013149
1.450000e-10,0.013616
1.500000e-10,0.014083
1.550000e-10,0.014550
1.600000e-10,0.015017
1.650000e-10,0.015484
1.700000e-10,0.015950
1.750000e-10,0.016416
1.800000e-10,0.016882
1.850000e-10,0.017348
1.900000e-10,0.017814
1.950000e-10,0.018279
2.000000e-10,0.018745
2.050000e-10,0.019210
2.100000e-10,0.019675
2.150000e-10,0.020140
2.200000e-10,0.020605
2.250000e-10,0.021069
2.300000e-10,0.021534
2.350000e-10,0.021998
2.400000e-10,0.022462
2.450000e-10,0.022926
2.500000e-10,0.023390
2.550000e-10,0.023853
2.600000e-10,0.024317
2.650000e-10,0.024780
2.700000e-10,0.025243
2.750000e-10,0.025706
2.800000e-10,0.026169
2.850000e-10,0.026632
2.900000e-10,0.027094
2.950000e-10,0.027556
3.000000e-10,0.028018
3.050000e-10,0.028480
3.100000e-10,0.028942
3.150000e-10,0.029404
3.200000e-10,0.029865
3.250000e-10,0.030327
3.300000e-10,0.030788
3.350000e-10,0.031249
3.400000e-10,0.031710
3.450000e-10,0.032170
3.500000e-10,0.032631
3.550000e-10,0.033091
3.600000e-10,0.033551
3.650000e-10,0.034011
3.700000e-10,0.034471
3.750000e-10,0.034931
3.800000e-10,0.035390
3.850000e-10,0.035850
3.900000e-10,0.036309
3.950000e-10,0.036768
4.000000e-10,0.037227
4.050000e-10,0.037685
4.100000e-10,0.038144
4.150000e-10,0.038602
4.200000e-10,0.039060
4.250000e-10,0.039518
4.300000e-10,0.039976
4.350000e-10,0.040434
4.400000e-10,0.040892
4.450000e-10,0.041349
4.500000e-10,0.041806
4.550000e-10,0.042263
4.600000e-10,0.042720
4.650000e-10,0.043177
4.700000e-10,0.043634
4.750000e-10,0.044090
4.800000e-10,0.044546
4.850000e-10,0.045002
4.900000e-10,0.045458
4.950000e-10,0.045914
5.000000e-10,0.046370
5.050000e-10,0.046825
5.100000e-10,0.047280
5.150000e-10,0.047736
5.200000e-10,0.048191
5.250000e-10,0.048645
5.300000e-10,0.049100
5.350000e-10,0.049554
5.400000e-10,0.050009
5.450000e-10,0.050463
5.500000e-10,0.050917
5.550000e-10,0.051371
5.600000e-10,0.051824
5.650000e-10,0.052278
5.700000e-10,0.052731
5.750000e-10,0.053185
5.800000e-10,0.053638
5.850000e-10,0.054090
5.900000e-10,0.054543
5.950000e-10,0.054996
6.000000e-10,0.055448
6.050000e-10,0.055900
6.100000e-10,0.056352
6.150000e-10,0.056804
6.200000e-10,0.057256
6.250000e-10,0.057708
6.300000e-10,0.058159
6.350000e-10,0.058610
6.400000e-10,0.059061
6.450000e-10,0.059512
6.500000e-10,0.059963
6.550000e-10,0.060414
6.600000e-10,0.060864
6.650000e-10,0.061314
6.700000e-10,0.061765
6.750000e-10,0.062215
6.800000e-10,0.062664
6.850000e-10,0.063114
6.900000e-10,0.063564
6.950000e-10,0.064013
7.000000e-10,0.064462
7.050000e-10,0.064911
7.100000e-10,0.065360
7.150000e-10,0.065809
7.200000e-10,0.066257
7.250000e-10,0.066706
7.300000e-10,0.067154
7.350000e-10,0.067602
7.400000e-10,0.068050
7.450000e-10,0.068497
7.500000e-10,0.068945
7.550000e-10,0.069392
7.600000e-10,0.069840
7.650000e-10,0.070287
7.700000e-10,0.070734
7.750000e-10,0.071181
7.800000e-10,0.071627
7.850000e-10,0.072074
7.900000e-10,0.072520
7.950000e-10,0.072966
8.000000e-10,0.073412
8.050000e-10,0.073858
8.100000e-10,0.074304
8.150000e-10,0.074749
8.200000e-10,0.075194
8.250000e-10,0.075640
8.300000e-10,0.076085
8.350000e-10,0.076530
